Transaction_ID,Date,State,City,Station_ID,Fuel_Type,Customer_Type,Vehicle_Type,Quantity_Litres,Price_Per_Litre,Revenue,Payment_Mode,Column1,Column2,Month
TXN000372,2025-03-08,Telangana,Hyderabad,ST023,Diesel,Individual,Bike,76.4,95.38,7287.03,UPI,371,Mismatch,Mar 2025
TXN000373,2025-02-18,Maharashtra,Pune,ST017,E20,Individual,Auto,16.87,105.16,1774.05,UPI,372,Mismatch,Feb 2025
TXN000374,2025-05-07,Karnataka,Bengaluru,ST032,Diesel,Commercial,Bus,58.52,97.68,5716.23,UPI,373,Mismatch,May 2025
TXN000375,2025-02-21,Tamil Nadu,Chennai,ST037,E20,Individual,Bike,63.03,105.21,6631.39,UPI,374,Mismatch,Feb 2025
TXN000376,2025-03-30,Tamil Nadu,Chennai,ST020,Diesel,Commercial,Bus,40.28,97.12,3911.99,UPI,375,Mismatch,Mar 2025
TXN000377,2025-02-25,Telangana,Hyderabad,ST021,E20,Individual,Auto,78.41,106.99,8389.09,Cash,376,Mismatch,Feb 2025
TXN000378,2025-04-28,Tamil Nadu,Chennai,ST041,Petrol,Commercial,Car,27.95,109.89,3071.43,UPI,377,Mismatch,Apr 2025
TXN000379,2025-04-10,Tamil Nadu,Chennai,ST022,Petrol,Individual,Truck,15.38,109.42,1682.88,UPI,378,Mismatch,Apr 2025
TXN000380,2025-02-13,Telangana,Hyderabad,ST048,Diesel,Individual,Auto,32.86,94.91,3118.74,Card,379,Mismatch,Feb 2025
TXN000381,2025-03-22,Andhra Pradesh,Visakhapatnam,ST003,Diesel,Individual,Bus,57.84,96.87,5602.96,Card,380,Mismatch,Mar 2025
TXN000382,2025-06-21,Maharashtra,Pune,ST012,Diesel,Commercial,Car,19.32,95.37,1842.55,Cash,381,Mismatch,Jun 2025
TXN000383,2025-04-06,Tamil Nadu,Chennai,ST007,Diesel,Individual,Truck,6.11,95.15,581.37,UPI,382,Mismatch,Apr 2025
TXN000384,2025-05-03,Andhra Pradesh,Visakhapatnam,ST042,Diesel,Commercial,Bike,23.28,94.9,2209.27,Card,383,Mismatch,May 2025
TXN000385,2025-01-12,Telangana,Hyderabad,ST027,Diesel,Commercial,Bike,8.88,96.29,855.06,Card,384,Mismatch,Jan 2025
TXN000386,2025-05-04,Telangana,Hyderabad,ST038,Petrol,Individual,Auto,7.22,108.09,780.41,UPI,385,Mismatch,May 2025
TXN000387,2025-06-28,Andhra Pradesh,Visakhapatnam,ST003,Diesel,Individual,Auto,72.4,94.3,6827.32,Card,386,Mismatch,Jun 2025
TXN000388,2025-01-20,Telangana,Hyderabad,ST035,Petrol,Individual,Bike,36.31,107.96,3920.03,UPI,387,Mismatch,Jan 2025
TXN000389,2025-06-25,Telangana,Hyderabad,ST050,E20,Individual,Bus,44.39,105.57,4686.25,Card,388,Mismatch,Jun 2025
TXN000390,2025-06-13,Andhra Pradesh,Visakhapatnam,ST037,E20,Commercial,Bike,38.38,105.66,4055.23,Cash,389,Mismatch,Jun 2025
TXN000391,2025-05-16,Telangana,Hyderabad,ST024,Petrol,Commercial,Auto,17.91,107.01,1916.55,Cash,390,Mismatch,May 2025
TXN000392,2025-06-08,Karnataka,Bengaluru,ST013,Petrol,Commercial,Auto,48.17,110.1,5303.52,UPI,391,Mismatch,Jun 2025
TXN000393,2025-02-12,Andhra Pradesh,Visakhapatnam,ST042,Petrol,Individual,Truck,55.28,109.42,6048.74,Cash,392,Mismatch,Feb 2025
TXN000394,2025-01-23,Tamil Nadu,Chennai,ST049,Diesel,Commercial,Truck,38.57,95.53,3684.59,Cash,393,Mismatch,Jan 2025
TXN000395,2025-05-07,Andhra Pradesh,Visakhapatnam,ST030,Petrol,Individual,Truck,71.73,108.35,7771.95,UPI,394,Mismatch,May 2025
TXN000396,2025-05-05,Telangana,Hyderabad,ST024,E20,Commercial,Bike,76.85,108.17,8312.86,Card,395,Mismatch,May 2025
TXN000397,2025-04-18,Karnataka,Bengaluru,ST031,Diesel,Commercial,Car,19.81,95.99,1901.56,Card,396,Mismatch,Apr 2025
TXN000398,2025-03-26,Telangana,Hyderabad,ST001,Petrol,Commercial,Bus,41.29,107.17,4425.05,Cash,397,Mismatch,Mar 2025
TXN000399,2025-01-19,Maharashtra,Pune,ST031,Petrol,Individual,Bike,24.87,109.67,2727.49,UPI,398,Mismatch,Jan 2025
TXN000400,2025-03-11,Telangana,Hyderabad,ST023,Diesel,Individual,Truck,26.24,97.56,2559.97,Cash,399,Mismatch,Mar 2025
TXN000401,2025-04-09,Andhra Pradesh,Visakhapatnam,ST008,Petrol,Individual,Auto,24.18,110.42,2669.96,Card,400,Mismatch,Apr 2025
TXN000402,2025-03-24,Andhra Pradesh,Visakhapatnam,ST018,Petrol,Individual,Bus,25.37,109.36,2774.46,Card,401,Mismatch,Mar 2025
TXN000403,2025-02-28,Tamil Nadu,Chennai,ST016,Diesel,Individual,Bus,22.45,97.99,2199.88,Cash,402,Mismatch,Feb 2025
TXN000404,2025-05-09,Tamil Nadu,Chennai,ST007,E20,Individual,Car,13.16,105.91,1393.78,Cash,403,Mismatch,May 2025
TXN000405,2025-02-05,Telangana,Hyderabad,ST050,Petrol,Commercial,Bike,34.16,107.31,3665.71,Cash,404,Mismatch,Feb 2025
TXN000406,2025-01-13,Telangana,Hyderabad,ST030,E20,Individual,Bike,50.82,106.18,5396.07,UPI,405,Mismatch,Jan 2025
TXN000407,2025-02-27,Tamil Nadu,Chennai,ST049,Diesel,Individual,Bus,40.41,97.11,3924.22,Card,406,Mismatch,Feb 2025
TXN000408,2025-04-23,Tamil Nadu,Chennai,ST035,Diesel,Commercial,Bus,16.48,94.84,1562.96,Card,407,Mismatch,Apr 2025
TXN000409,2025-01-09,Maharashtra,Pune,ST034,Diesel,Commercial,Car,39.48,96.88,3824.82,Card,408,Mismatch,Jan 2025
TXN000410,2025-06-16,Telangana,Hyderabad,ST045,Diesel,Individual,Truck,51.54,96.76,4987.01,Card,409,Mismatch,Jun 2025
TXN000411,2025-05-11,Karnataka,Bengaluru,ST049,Petrol,Individual,Bike,36.82,110.24,4059.04,UPI,410,Mismatch,May 2025
TXN000412,2025-04-23,Maharashtra,Pune,ST034,Diesel,Individual,Bus,58.67,97.88,5742.62,Cash,411,Mismatch,Apr 2025
TXN000413,2025-03-12,Karnataka,Bengaluru,ST012,E20,Commercial,Bus,20.61,107.88,2223.41,Card,412,Mismatch,Mar 2025
TXN000414,2025-04-15,Maharashtra,Pune,ST005,Diesel,Individual,Truck,63.5,94.52,6002.02,UPI,413,Mismatch,Apr 2025
TXN000415,2025-03-16,Karnataka,Bengaluru,ST042,Diesel,Commercial,Bus,11.54,95.2,1098.61,UPI,414,Mismatch,Mar 2025
TXN000416,2025-05-02,Telangana,Hyderabad,ST010,Diesel,Individual,Auto,59.28,96.21,5703.33,UPI,415,Mismatch,May 2025
TXN000417,2025-03-24,Maharashtra,Pune,ST046,Diesel,Individual,Car,41.42,97.45,4036.38,UPI,416,Mismatch,Mar 2025
TXN000418,2025-06-02,Telangana,Hyderabad,ST006,Diesel,Commercial,Auto,22.35,97.41,2177.11,Cash,417,Mismatch,Jun 2025
TXN000419,2025-03-08,Telangana,Hyderabad,ST024,E20,Commercial,Truck,61.52,106.52,6553.11,UPI,418,Mismatch,Mar 2025
TXN000420,2025-02-23,Telangana,Hyderabad,ST016,Petrol,Commercial,Bike,20.07,109.38,2195.26,Cash,419,Mismatch,Feb 2025
TXN000421,2025-05-22,Maharashtra,Pune,ST003,Petrol,Individual,Bike,10.86,109.21,1186.02,UPI,420,Mismatch,May 2025
TXN000422,2025-04-22,Telangana,Hyderabad,ST032,Petrol,Individual,Bus,78.65,107.0,8415.55,UPI,421,Mismatch,Apr 2025
TXN000423,2025-01-20,Telangana,Hyderabad,ST044,Diesel,Commercial,Truck,57.43,96.31,5531.08,UPI,422,Mismatch,Jan 2025
TXN000424,2025-02-11,Andhra Pradesh,Visakhapatnam,ST037,Diesel,Commercial,Bike,52.04,95.41,4965.14,Card,423,Mismatch,Feb 2025
TXN000425,2025-01-19,Maharashtra,Pune,ST029,E20,Individual,Auto,38.28,107.04,4097.49,UPI,424,Mismatch,Jan 2025
TXN000426,2025-02-04,Karnataka,Bengaluru,ST027,Petrol,Individual,Bus,18.75,108.62,2036.62,UPI,425,Mismatch,Feb 2025
TXN000427,2025-01-23,Tamil Nadu,Chennai,ST047,Petrol,Commercial,Car,62.91,109.75,6904.37,Cash,426,Mismatch,Jan 2025
TXN000428,2025-06-10,Karnataka,Bengaluru,ST042,Diesel,Individual,Auto,74.86,94.93,7106.46,UPI,427,Mismatch,Jun 2025
TXN000429,2025-01-10,Andhra Pradesh,Visakhapatnam,ST041,Petrol,Individual,Bus,62.03,107.56,6671.95,Cash,428,Mismatch,Jan 2025
TXN000430,2025-01-07,Tamil Nadu,Chennai,ST014,E20,Commercial,Truck,26.92,106.77,2874.25,Card,429,Mismatch,Jan 2025
TXN000431,2025-03-04,Karnataka,Bengaluru,ST015,Petrol,Individual,Car,46.43,108.82,5052.51,Cash,430,Mismatch,Mar 2025
TXN000432,2025-06-17,Maharashtra,Pune,ST030,Diesel,Individual,Bike,76.79,97.26,7468.6,Cash,431,Mismatch,Jun 2025
TXN000433,2025-06-15,Tamil Nadu,Chennai,ST020,Petrol,Commercial,Auto,67.04,107.68,7218.87,Card,432,Mismatch,Jun 2025
TXN000434,2025-01-06,Telangana,Hyderabad,ST012,Diesel,Commercial,Truck,14.03,94.43,1324.85,Cash,433,Mismatch,Jan 2025
TXN000435,2025-04-11,Maharashtra,Pune,ST018,E20,Individual,Truck,77.5,106.83,8279.33,UPI,434,Mismatch,Apr 2025
TXN000436,2025-04-21,Andhra Pradesh,Visakhapatnam,ST005,E20,Individual,Bike,8.17,107.22,875.99,Card,435,Mismatch,Apr 2025
TXN000437,2025-01-05,Andhra Pradesh,Visakhapatnam,ST045,Petrol,Individual,Bus,7.55,108.42,818.57,Card,436,Mismatch,Jan 2025
TXN000438,2025-01-16,Telangana,Hyderabad,ST020,Diesel,Commercial,Car,36.1,96.96,3500.26,Cash,437,Mismatch,Jan 2025
TXN000439,2025-04-11,Maharashtra,Pune,ST018,E20,Commercial,Auto,14.61,107.47,1570.14,Card,438,Mismatch,Apr 2025
TXN000440,2025-02-01,Telangana,Hyderabad,ST039,Petrol,Individual,Bike,29.26,109.78,3212.16,UPI,439,Mismatch,Feb 2025
TXN000441,2025-06-08,Karnataka,Bengaluru,ST001,Diesel,Commercial,Bus,61.38,97.05,5956.93,Cash,440,Mismatch,Jun 2025
TXN000442,2025-04-01,Karnataka,Bengaluru,ST033,Diesel,Individual,Bus,59.81,94.48,5650.85,Card,441,Mismatch,Apr 2025
TXN000443,2025-03-05,Maharashtra,Pune,ST005,E20,Individual,Bus,65.01,106.01,6891.71,Cash,442,Mismatch,Mar 2025
TXN000444,2025-05-14,Maharashtra,Pune,ST015,Petrol,Commercial,Bus,32.21,109.8,3536.66,Card,443,Mismatch,May 2025
TXN000445,2025-01-12,Andhra Pradesh,Visakhapatnam,ST039,Petrol,Commercial,Truck,53.0,106.6,5649.8,Cash,444,Mismatch,Jan 2025
TXN000446,2025-01-22,Maharashtra,Pune,ST019,Petrol,Commercial,Bus,11.08,107.71,1193.43,Card,445,Mismatch,Jan 2025
TXN000447,2025-02-05,Karnataka,Bengaluru,ST001,E20,Commercial,Bus,78.24,106.96,8368.55,UPI,446,Mismatch,Feb 2025
TXN000448,2025-01-21,Karnataka,Bengaluru,ST020,E20,Individual,Car,26.06,107.18,2793.11,Card,447,Mismatch,Jan 2025
TXN000449,2025-03-28,Tamil Nadu,Chennai,ST032,Petrol,Individual,Auto,43.81,107.12,4692.93,Card,448,Mismatch,Mar 2025
TXN000450,2025-02-04,Andhra Pradesh,Visakhapatnam,ST017,E20,Commercial,Truck,56.61,108.64,6150.11,UPI,449,Mismatch,Feb 2025
TXN000451,2025-03-09,Andhra Pradesh,Visakhapatnam,ST016,Diesel,Commercial,Bus,39.54,95.78,3787.14,UPI,450,Mismatch,Mar 2025
TXN000452,2025-01-04,Telangana,Hyderabad,ST030,Diesel,Individual,Bus,71.28,97.66,6961.2,Card,451,Mismatch,Jan 2025
TXN000453,2025-04-11,Andhra Pradesh,Visakhapatnam,ST027,E20,Individual,Bus,37.73,108.7,4101.25,UPI,452,Mismatch,Apr 2025
TXN000454,2025-02-06,Telangana,Hyderabad,ST024,E20,Individual,Car,45.96,106.75,4906.23,UPI,453,Mismatch,Feb 2025
TXN000455,2025-01-17,Karnataka,Bengaluru,ST041,E20,Commercial,Auto,18.44,108.13,1993.92,UPI,454,Mismatch,Jan 2025
TXN000456,2025-06-29,Andhra Pradesh,Visakhapatnam,ST033,Petrol,Commercial,Bus,8.93,110.34,985.34,Card,455,Mismatch,Jun 2025
TXN000457,2025-02-26,Maharashtra,Pune,ST018,Petrol,Individual,Truck,13.35,108.77,1452.08,Cash,456,Mismatch,Feb 2025
TXN000458,2025-06-26,Maharashtra,Pune,ST004,Diesel,Commercial,Bus,59.22,96.11,5691.63,UPI,457,Mismatch,Jun 2025
TXN000459,2025-03-19,Maharashtra,Pune,ST011,Petrol,Commercial,Car,39.13,109.68,4291.78,UPI,458,Mismatch,Mar 2025
TXN000460,2025-04-08,Telangana,Hyderabad,ST013,E20,Commercial,Bus,14.14,105.85,1496.72,Cash,459,Mismatch,Apr 2025
TXN000461,2025-01-31,Karnataka,Bengaluru,ST049,E20,Commercial,Car,7.19,108.71,781.62,UPI,460,Mismatch,Jan 2025
TXN000462,2025-03-06,Telangana,Hyderabad,ST047,E20,Commercial,Car,74.59,105.71,7884.91,Cash,461,Mismatch,Mar 2025
TXN000463,2025-01-12,Tamil Nadu,Chennai,ST001,Diesel,Individual,Auto,11.9,98.0,1166.2,UPI,462,Mismatch,Jan 2025
TXN000464,2025-01-06,Tamil Nadu,Chennai,ST020,Diesel,Commercial,Car,34.43,95.94,3303.21,Card,463,Mismatch,Jan 2025
TXN000465,2025-03-11,Telangana,Hyderabad,ST019,Diesel,Individual,Auto,35.51,97.71,3469.68,UPI,464,Mismatch,Mar 2025
TXN000466,2025-06-23,Maharashtra,Pune,ST003,E20,Individual,Bus,70.54,108.59,7659.94,UPI,465,Mismatch,Jun 2025
TXN000467,2025-03-07,Karnataka,Bengaluru,ST030,Diesel,Individual,Bus,77.56,95.94,7441.11,Cash,466,Mismatch,Mar 2025
TXN000468,2025-03-07,Maharashtra,Pune,ST015,Diesel,Commercial,Car,78.59,95.89,7536.0,UPI,467,Mismatch,Mar 2025
TXN000469,2025-04-30,Karnataka,Bengaluru,ST006,Petrol,Individual,Truck,6.29,108.06,679.7,Card,468,Mismatch,Apr 2025
TXN000470,2025-04-09,Tamil Nadu,Chennai,ST015,Diesel,Commercial,Auto,66.99,96.61,6471.9,Cash,469,Mismatch,Apr 2025
TXN000471,2025-05-25,Telangana,Hyderabad,ST015,Diesel,Commercial,Car,38.76,95.66,3707.78,Cash,470,Mismatch,May 2025
TXN000472,2025-01-26,Andhra Pradesh,Visakhapatnam,ST027,E20,Individual,Auto,38.88,107.67,4186.21,Cash,471,Mismatch,Jan 2025
TXN000473,2025-06-28,Maharashtra,Pune,ST034,Petrol,Individual,Auto,39.25,107.5,4219.38,Card,472,Mismatch,Jun 2025
TXN000474,2025-04-05,Telangana,Hyderabad,ST001,Diesel,Commercial,Truck,26.3,97.54,2565.3,UPI,473,Mismatch,Apr 2025
TXN000475,2025-02-02,Maharashtra,Pune,ST008,Petrol,Individual,Bike,5.66,107.3,607.32,Cash,474,Mismatch,Feb 2025
TXN000476,2025-06-27,Karnataka,Bengaluru,ST041,Diesel,Individual,Bike,11.97,95.59,1144.21,Card,475,Mismatch,Jun 2025
TXN000477,2025-01-30,Karnataka,Bengaluru,ST015,E20,Individual,Bike,45.28,106.17,4807.38,Cash,476,Mismatch,Jan 2025
TXN000478,2025-03-09,Andhra Pradesh,Visakhapatnam,ST022,E20,Commercial,Bus,24.52,108.08,2650.12,Cash,477,Mismatch,Mar 2025
TXN000479,2025-01-16,Telangana,Hyderabad,ST037,Diesel,Commercial,Truck,76.1,96.92,7375.61,Cash,478,Mismatch,Jan 2025
TXN000480,2025-01-24,Tamil Nadu,Chennai,ST045,Petrol,Commercial,Truck,12.21,110.38,1347.74,Card,479,Mismatch,Jan 2025
TXN000481,2025-04-24,Andhra Pradesh,Visakhapatnam,ST035,Petrol,Commercial,Truck,28.37,108.53,3079.0,Card,480,Mismatch,Apr 2025
TXN000482,2025-03-07,Andhra Pradesh,Visakhapatnam,ST044,Diesel,Commercial,Auto,12.69,97.54,1237.78,Cash,481,Mismatch,Mar 2025
TXN000483,2025-06-06,Andhra Pradesh,Visakhapatnam,ST029,Petrol,Individual,Truck,48.57,108.93,5290.73,UPI,482,Mismatch,Jun 2025
TXN000484,2025-06-26,Andhra Pradesh,Visakhapatnam,ST028,Diesel,Individual,Bus,14.68,96.3,1413.68,UPI,483,Mismatch,Jun 2025
TXN000485,2025-03-02,Maharashtra,Pune,ST016,Diesel,Commercial,Truck,65.63,94.88,6226.97,Card,484,Mismatch,Mar 2025
TXN000486,2025-02-28,Karnataka,Bengaluru,ST028,Diesel,Individual,Bike,41.5,97.57,4049.15,UPI,485,Mismatch,Feb 2025
TXN000487,2025-01-31,Maharashtra,Pune,ST006,Petrol,Commercial,Truck,40.98,107.08,4388.14,Card,486,Mismatch,Jan 2025
TXN000488,2025-01-31,Telangana,Hyderabad,ST012,Petrol,Commercial,Bus,23.91,108.51,2594.47,Card,487,Mismatch,Jan 2025
TXN000489,2025-06-15,Karnataka,Bengaluru,ST034,E20,Individual,Bus,56.48,108.33,6118.48,Cash,488,Mismatch,Jun 2025
TXN000490,2025-06-29,Telangana,Hyderabad,ST049,E20,Commercial,Bus,60.17,107.89,6491.74,UPI,489,Mismatch,Jun 2025
TXN000491,2025-06-01,Karnataka,Bengaluru,ST011,Petrol,Commercial,Car,68.09,107.43,7314.91,UPI,490,Mismatch,Jun 2025
TXN000492,2025-05-21,Karnataka,Bengaluru,ST006,Diesel,Commercial,Truck,14.68,96.58,1417.79,UPI,491,Mismatch,May 2025
TXN000493,2025-05-09,Telangana,Hyderabad,ST032,Petrol,Individual,Bus,52.23,107.99,5640.32,Card,492,Mismatch,May 2025
TXN000494,2025-06-03,Tamil Nadu,Chennai,ST019,E20,Individual,Bike,46.13,106.13,4895.78,Card,493,Mismatch,Jun 2025
TXN000495,2025-01-29,Tamil Nadu,Chennai,ST014,Diesel,Commercial,Truck,25.95,95.95,2489.9,UPI,494,Mismatch,Jan 2025
TXN000496,2025-05-06,Maharashtra,Pune,ST035,E20,Individual,Bike,35.27,108.46,3825.38,Cash,495,Mismatch,May 2025
TXN000497,2025-03-01,Andhra Pradesh,Visakhapatnam,ST021,Petrol,Individual,Truck,78.04,109.86,8573.47,Card,496,Mismatch,Mar 2025
TXN000498,2025-01-17,Andhra Pradesh,Visakhapatnam,ST046,E20,Commercial,Auto,65.21,108.55,7078.55,UPI,497,Mismatch,Jan 2025
TXN000499,2025-06-26,Karnataka,Bengaluru,ST002,Petrol,Individual,Auto,49.62,109.95,5455.72,UPI,498,Mismatch,Jun 2025
TXN000500,2025-02-15,Andhra Pradesh,Visakhapatnam,ST029,Diesel,Individual,Auto,20.79,96.06,1997.09,Card,499,Mismatch,Feb 2025
TXN000501,2025-04-13,Tamil Nadu,Chennai,ST043,Diesel,Individual,Truck,29.03,97.19,2821.43,Cash,500,Mismatch,Apr 2025
TXN000502,2025-06-19,Maharashtra,Pune,ST004,Petrol,Individual,Truck,35.74,106.67,3812.39,Card,501,Mismatch,Jun 2025
TXN000503,2025-03-28,Karnataka,Bengaluru,ST033,Petrol,Individual,Bus,7.77,110.48,858.43,Card,502,Mismatch,Mar 2025
TXN000504,2025-06-02,Maharashtra,Pune,ST036,Diesel,Individual,Bus,35.26,95.58,3370.15,UPI,503,Mismatch,Jun 2025
TXN000505,2025-05-27,Telangana,Hyderabad,ST032,E20,Commercial,Truck,48.57,107.2,5206.7,UPI,504,Mismatch,May 2025
TXN000506,2025-04-26,Telangana,Hyderabad,ST020,E20,Individual,Bus,31.27,106.54,3331.51,Cash,505,Mismatch,Apr 2025
TXN000507,2025-01-17,Tamil Nadu,Chennai,ST042,E20,Commercial,Auto,72.17,108.43,7825.39,Cash,506,Mismatch,Jan 2025
TXN000508,2025-03-26,Karnataka,Bengaluru,ST036,Petrol,Individual,Car,52.83,108.96,5756.36,Card,507,Mismatch,Mar 2025
TXN000509,2025-03-20,Maharashtra,Pune,ST044,Diesel,Commercial,Truck,60.18,96.62,5814.59,Card,508,Mismatch,Mar 2025
TXN000510,2025-03-19,Maharashtra,Pune,ST032,E20,Individual,Auto,5.87,106.23,623.57,UPI,509,Mismatch,Mar 2025
TXN000511,2025-06-04,Karnataka,Bengaluru,ST017,Petrol,Individual,Truck,28.22,110.26,3111.54,UPI,510,Mismatch,Jun 2025
TXN000512,2025-03-01,Telangana,Hyderabad,ST021,Petrol,Individual,Car,19.6,108.16,2119.94,UPI,511,Mismatch,Mar 2025
TXN000513,2025-03-17,Maharashtra,Pune,ST032,Petrol,Commercial,Bus,68.06,110.32,7508.38,Card,512,Mismatch,Mar 2025
TXN000514,2025-05-17,Tamil Nadu,Chennai,ST002,Petrol,Individual,Car,61.26,109.49,6707.36,Card,513,Mismatch,May 2025
TXN000515,2025-06-12,Tamil Nadu,Chennai,ST038,Diesel,Commercial,Auto,43.91,97.35,4274.64,UPI,514,Mismatch,Jun 2025
TXN000516,2025-04-06,Telangana,Hyderabad,ST022,E20,Individual,Truck,16.81,104.98,1764.71,UPI,515,Mismatch,Apr 2025
TXN000517,2025-06-01,Telangana,Hyderabad,ST027,Petrol,Commercial,Bike,61.08,108.1,6602.75,UPI,516,Mismatch,Jun 2025
TXN000518,2025-02-19,Karnataka,Bengaluru,ST010,E20,Commercial,Car,57.76,107.94,6234.61,UPI,517,Mismatch,Feb 2025
TXN000519,2025-06-18,Telangana,Hyderabad,ST032,Diesel,Individual,Bus,25.93,94.49,2450.13,Card,518,Mismatch,Jun 2025
TXN000520,2025-02-15,Karnataka,Bengaluru,ST011,Diesel,Commercial,Bus,59.98,95.73,5741.89,Card,519,Mismatch,Feb 2025
TXN000521,2025-06-20,Telangana,Hyderabad,ST044,E20,Commercial,Bus,13.34,107.83,1438.45,UPI,520,Mismatch,Jun 2025
TXN000522,2025-03-31,Maharashtra,Pune,ST042,Petrol,Individual,Auto,10.25,107.62,1103.11,UPI,521,Mismatch,Mar 2025
TXN000523,2025-01-21,Telangana,Hyderabad,ST024,Diesel,Commercial,Bus,42.3,97.51,4124.67,UPI,522,Mismatch,Jan 2025
TXN000524,2025-02-04,Karnataka,Bengaluru,ST033,E20,Commercial,Bike,78.34,104.81,8210.82,UPI,523,Mismatch,Feb 2025
TXN000525,2025-06-27,Maharashtra,Pune,ST001,Petrol,Commercial,Car,73.88,107.26,7924.37,UPI,524,Mismatch,Jun 2025
TXN000526,2025-01-31,Karnataka,Bengaluru,ST024,Petrol,Commercial,Car,15.71,107.21,1684.27,Card,525,Mismatch,Jan 2025
TXN000527,2025-01-13,Tamil Nadu,Chennai,ST043,E20,Individual,Truck,10.43,105.83,1103.81,Card,526,Mismatch,Jan 2025
TXN000528,2025-03-03,Andhra Pradesh,Visakhapatnam,ST011,E20,Commercial,Bus,55.12,108.49,5979.97,UPI,527,Mismatch,Mar 2025
TXN000529,2025-04-11,Andhra Pradesh,Visakhapatnam,ST047,Diesel,Individual,Bike,17.8,95.83,1705.77,Card,528,Mismatch,Apr 2025
TXN000530,2025-02-23,Maharashtra,Pune,ST013,Diesel,Commercial,Bike,28.55,98.09,2800.47,UPI,529,Mismatch,Feb 2025
TXN000531,2025-02-21,Tamil Nadu,Chennai,ST023,Petrol,Commercial,Truck,53.29,108.81,5798.48,UPI,530,Mismatch,Feb 2025
TXN000532,2025-03-28,Maharashtra,Pune,ST028,Diesel,Commercial,Bus,55.89,95.41,5332.46,Cash,531,Mismatch,Mar 2025
TXN000533,2025-05-21,Karnataka,Bengaluru,ST012,Petrol,Individual,Car,70.69,106.53,7530.61,UPI,532,Mismatch,May 2025
TXN000534,2025-06-16,Karnataka,Bengaluru,ST007,Petrol,Commercial,Bus,62.42,110.46,6894.91,Cash,533,Mismatch,Jun 2025
TXN000535,2025-06-13,Andhra Pradesh,Visakhapatnam,ST037,Diesel,Commercial,Auto,36.84,96.35,3549.53,Cash,534,Mismatch,Jun 2025
TXN000536,2025-02-10,Andhra Pradesh,Visakhapatnam,ST010,Diesel,Individual,Car,19.01,95.33,1812.22,Cash,535,Mismatch,Feb 2025
TXN000537,2025-02-16,Karnataka,Bengaluru,ST042,Petrol,Individual,Truck,65.83,106.78,7029.33,UPI,536,Mismatch,Feb 2025
TXN000538,2025-03-05,Karnataka,Bengaluru,ST046,Petrol,Individual,Auto,13.73,110.04,1510.85,Card,537,Mismatch,Mar 2025
TXN000539,2025-01-13,Tamil Nadu,Chennai,ST026,Petrol,Commercial,Bus,46.83,107.58,5037.97,Cash,538,Mismatch,Jan 2025
TXN000540,2025-05-06,Tamil Nadu,Chennai,ST013,Petrol,Commercial,Auto,45.88,106.67,4894.02,UPI,539,Mismatch,May 2025
TXN000541,2025-02-16,Tamil Nadu,Chennai,ST035,E20,Commercial,Car,29.28,105.14,3078.5,UPI,540,Mismatch,Feb 2025
TXN000542,2025-04-10,Tamil Nadu,Chennai,ST041,Petrol,Individual,Bike,47.17,106.84,5039.64,Card,541,Mismatch,Apr 2025
TXN000543,2025-06-10,Tamil Nadu,Chennai,ST023,Diesel,Individual,Bike,73.91,97.97,7240.96,Card,542,Mismatch,Jun 2025
TXN000544,2025-04-16,Andhra Pradesh,Visakhapatnam,ST027,Petrol,Individual,Bike,66.26,110.28,7307.15,UPI,543,Mismatch,Apr 2025
TXN000545,2025-01-31,Andhra Pradesh,Visakhapatnam,ST013,E20,Individual,Bike,71.04,105.55,7498.27,UPI,544,Mismatch,Jan 2025
TXN000546,2025-06-22,Andhra Pradesh,Visakhapatnam,ST021,Petrol,Commercial,Bike,6.8,109.27,743.04,Card,545,Mismatch,Jun 2025
TXN000547,2025-01-16,Tamil Nadu,Chennai,ST022,Diesel,Individual,Auto,36.5,97.2,3547.8,UPI,546,Mismatch,Jan 2025
TXN000548,2025-04-01,Maharashtra,Pune,ST022,E20,Individual,Auto,6.7,106.13,711.07,Cash,547,Mismatch,Apr 2025
TXN000549,2025-06-06,Karnataka,Bengaluru,ST027,Diesel,Commercial,Car,66.42,94.87,6301.27,UPI,548,Mismatch,Jun 2025
TXN000550,2025-04-14,Tamil Nadu,Chennai,ST005,E20,Commercial,Car,56.23,105.96,5958.13,UPI,549,Mismatch,Apr 2025
TXN000551,2025-06-08,Karnataka,Bengaluru,ST004,Diesel,Individual,Bus,59.63,95.49,5694.07,Cash,550,Mismatch,Jun 2025
TXN000552,2025-05-13,Andhra Pradesh,Visakhapatnam,ST005,Diesel,Commercial,Auto,12.68,95.58,1211.95,Cash,551,Mismatch,May 2025
TXN000553,2025-01-28,Andhra Pradesh,Visakhapatnam,ST034,Petrol,Individual,Truck,40.61,108.27,4396.84,Cash,552,Mismatch,Jan 2025
TXN000554,2025-06-18,Maharashtra,Pune,ST031,Petrol,Individual,Auto,23.04,107.19,2469.66,Cash,553,Mismatch,Jun 2025
TXN000555,2025-05-20,Andhra Pradesh,Visakhapatnam,ST034,E20,Commercial,Bus,67.89,107.03,7266.27,UPI,554,Mismatch,May 2025
TXN000556,2025-04-14,Tamil Nadu,Chennai,ST041,E20,Individual,Car,77.9,106.26,8277.65,Cash,555,Mismatch,Apr 2025
